STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 00:51,FM-15,OVC:08 95,10.00,,54,12.2,47,8.3,39,3.9,57,5,VRB,,29.92,8,,30.07,0.00,30.09,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 01:51,FM-15,OVC:08 100,10.00,,55,12.8,48,8.8,40,4.4,57,10,250,18,29.92,,,30.07,0.00,30.09,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 02:51,FM-15,OVC:08 100,10.00,,56,13.3,48,9.0,40,4.4,55,10,260,21,29.92,,,30.07,0.00,30.09,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 03:51,FM-15,OVC:08 95,10.00,,55,12.8,48,8.8,40,4.4,57,8,VRB,18,29.92,3,,30.07,0.00,30.09,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 04:51,FM-15,SCT:04 95,10.00,,54,12.2,48,8.7,41,5.0,62,6,250,,29.94,,,30.09,0.00,30.11,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 05:51,FM-15,CLR:00,10.00,,54,12.2,48,8.7,41,5.0,62,5,VRB,,29.95,,,30.10,0.00,30.12,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 06:51,FM-15,BKN:07 100,10.00,,54,12.2,48,8.7,41,5.0,62,6,VRB,,29.96,1,,30.11,0.00,30.13,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 07:51,FM-15,BKN:07 110,10.00,,54,12.2,48,9.0,42,5.6,64,7,VRB,,29.97,,,30.12,0.00,30.14,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 08:51,FM-15,OVC:08 100,10.00,,55,12.8,49,9.2,42,5.6,62,6,270,,29.98,,,30.13,0.00,30.15,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 09:51,FM-15,FEW:02 100,10.00,,57,13.9,50,9.8,42,5.6,58,5,VRB,,29.99,1,,30.14,0.00,30.16,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 10:51,FM-15,BKN:07 110,10.00,,61,16.1,52,11.0,43,6.1,52,6,250,,29.98,,,30.12,0.00,30.15,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 11:51,FM-15,BKN:07 110,10.00,,62,16.7,52,11.3,43,6.1,50,7,260,,29.95,,,30.10,0.00,30.12,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 12:51,FM-15,BKN:07 100,10.00,,63,17.2,53,11.8,44,6.7,50,6,VRB,,29.95,6,,30.10,0.00,30.12,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 13:51,FM-15,OVC:08 80,10.00,,64,17.8,54,12.2,45,7.2,50,6,260,,29.95,,,30.10,0.00,30.12,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 14:51,FM-15,FEW:02 36 BKN:07 120,10.00,,62,16.7,53,11.5,44,6.7,52,8,VRB,,29.99,,,30.14,0.00,30.16,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 15:51,FM-15,BKN:07 30,10.00,,56,13.3,49,9.5,42,5.6,60,8,VRB,,30.04,3,,30.18,0.00,30.21,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 16:00,FM-16,BKN:07 29,10.00,,56,13.3,49,9.3,41,5.0,57,8,VRB,20,30.05,,,,,30.22,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 16:13,FM-16,OVC:08 30,10.00,,55,12.8,48,8.8,40,4.4,57,5,VRB,,30.06,,,,,30.23,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 16:51,FM-15,OVC:08 30,10.00,-RA:02 |RA:61 |,52,11.1,46,7.7,39,3.9,61,6,VRB,,30.09,,,30.24,T,30.26,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 17:51,FM-15,OVC:08 40,7.00,-RA:02 |RA:61 |,47,8.3,43,6.3,39,3.9,74,9,VRB,21,30.15,,,30.30,0.01,30.32,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 18:51,FM-15,OVC:08 60,7.00,-RA:02 |RA:61 |,45,7.2,42,5.5,38,3.3,77,3,VRB,,30.18,1,,30.33,0.05,30.35,,,,,,,,,,0700,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 19:51,FM-15,OVC:08 85,10.00,,44,6.7,41,4.7,36,2.2,73,5,VRB,,30.19,,,30.34,T,30.36,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 20:51,FM-15,BKN:07 80 OVC:08 95,9.00,-RA:02 |RA:61 |,43,6.1,40,4.4,36,2.2,76,,,,30.24,,,30.38,0.03,30.41,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 21:51,FM-15,FEW:02 120,10.00,,43,6.1,38,3.6,32,0.0,65,,,,30.25,3,,30.40,T,30.42,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 22:51,FM-15,CLR:00,10.00,,43,6.1,38,3.2,30,-1.1,60,9,VRB,,30.28,,,30.43,0.00,30.45,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 23:51,FM-15,FEW:02 32,10.00,,42,5.6,36,2.5,28,-2.2,58,6,VRB,,30.31,,,30.46,0.00,30.48,65,42,54,11.6,,,,11,0,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-01 23:59,SOD,,,,,,,,,,,,,,,,,,,,65,42,54,11.6,61,39,47,11,0,0702,1629,RA:16,0.09,0.0,0,30.04,30.19,6.6,23,250,14,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 00:51,FM-15,BKN:07 120,10.00,,41,5.0,35,1.6,25,-3.9,53,11,VRB,20,30.33,1,,30.48,0.00,30.50,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 01:51,FM-15,SCT:04 120,10.00,,40,4.4,34,1.0,23,-5.0,51,9,010,,30.36,,,30.51,0.00,30.53,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 02:51,FM-15,OVC:08 110,10.00,,39,3.9,33,0.5,22,-5.6,50,9,060,,30.39,,,30.54,0.00,30.56,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 03:51,FM-15,BKN:07 120,10.00,,38,3.3,32,-0.2,20,-6.7,48,7,VRB,,30.41,1,,30.56,0.00,30.58,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 04:51,FM-15,CLR:00,10.00,,37,2.8,30,-1.0,17,-8.3,44,13,VRB,21,30.41,,,30.56,0.00,30.58,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 05:51,FM-15,CLR:00,10.00,,36,2.2,30,-1.0,19,-7.2,50,8,VRB,21,30.43,,,30.58,0.00,30.60,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 06:51,FM-15,CLR:00,10.00,,35,1.7,29,-1.5,18,-7.8,50,8,VRB,,30.45,3,,30.60,0.00,30.62,,,,,,,,,,0702,1629,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 07:51,FM-15,FEW:02 35,10.00,,35,1.7,29,-1.5,18,-7.8,50,11,050,16,30.48,,,30.63,0.00,30.65,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 08:51,FM-15,BKN:07 33,10.00,,37,2.8,31,-0.7,19,-7.2,48,6,VRB,18,30.48,,,30.62,0.00,30.65,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 09:51,FM-15,OVC:08 37,10.00,,38,3.3,31,-0.3,19,-7.2,46,14,070,20,30.47,0,,30.62,0.00,30.64,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 10:51,FM-15,BKN:07 32 OVC:08 40,10.00,,39,3.9,33,0.6,23,-5.0,53,9,VRB,,30.44,,,30.59,0.00,30.61,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 11:51,FM-15,OVC:08 30,10.00,,40,4.4,35,1.7,27,-2.8,60,10,080,,30.42,,,30.57,0.00,30.59,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 12:22,FM-16,OVC:08 29,10.00,,40,4.4,35,1.7,27,-2.8,60,15,070,23,30.41,,,,,30.58,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 12:51,FM-15,OVC:08 29,6.00,-RA:02 |RA:61 |,39,3.9,35,1.9,30,-1.1,70,11,VRB,23,30.40,6,,30.55,T,30.57,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 13:49,FM-16,FEW:02 20 OVC:08 30,4.00,-RA:02 |RA:61 |,37,3.0,35,1.7,32,0.0,81,9,VRB,,30.39,,,,,30.56,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 13:51,FM-15,FEW:02 20 OVC:08 30,4.00,-RA:02 |RA:61 |,38,3.3,36,2.2,33,0.6,83,11,060,,30.39,,,30.54,0.02,30.56,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 14:15,FM-16,FEW:02 15 OVC:08 29,6.00,-RA:02 |RA:61 |,38,3.3,36,2.0,32,0.0,79,5,VRB,18,30.39,,,,0.01,30.56,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 14:51,FM-15,FEW:02 13 OVC:08 25,10.00,,38,3.3,36,2.2,33,0.6,83,11,VRB,25,30.37,,,30.52,T,30.54,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 15:38,FM-16,BKN:07 14 OVC:08 21,9.00,-RA:02 |RA:61 |,39,3.9,37,2.5,33,0.6,79,8,VRB,18,30.35,,,,T,30.52,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 15:49,FM-16,OVC:08 15,10.00,,39,4.0,37,2.7,34,1.0,81,11,VRB,21,30.34,,,,,30.51,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 15:51,FM-15,OVC:08 15,10.00,,39,3.9,37,2.5,33,0.6,79,8,VRB,21,30.34,8,,30.49,T,30.51,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 16:05,FM-16,OVC:08 13,10.00,,40,4.4,38,3.1,34,1.1,79,13,110,21,30.34,,,,,30.51,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 16:48,FM-16,OVC:08 15,10.00,,39,4.0,37,2.7,34,1.0,81,10,VRB,23,30.34,,,,,30.51,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 16:51,FM-15,OVC:08 15,10.00,,40,4.4,37,2.8,33,0.6,77,11,VRB,23,30.34,,,30.48,0.00,30.51,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 17:23,FM-16,OVC:08 13,9.00,,40,4.4,38,3.3,35,1.7,83,6,VRB,16,30.34,,,,,30.51,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 17:51,FM-15,OVC:08 12,7.00,,41,5.0,38,3.6,35,1.7,79,8,080,16,30.33,,,30.48,0.00,30.50,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 18:51,FM-15,OVC:08 11,9.00,,41,5.0,38,3.6,35,1.7,79,8,VRB,,30.32,8,,30.47,0.00,30.49,,,,,,,,,,0702,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 19:39,FM-16,OVC:08 9,6.00,HZ:7 |FU:05 |HZ:05,41,5.0,39,3.8,36,2.2,82,9,VRB,,30.28,,,,,30.45,,,,,,,,,,0703,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 19:51,FM-15,OVC:08 9,5.00,BR:1 ||,41,5.0,39,4.0,37,2.8,86,8,VRB,,30.27,,,30.42,0.00,30.44,,,,,,,,,,0703,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 20:51,FM-15,OVC:08 7,7.00,,42,5.6,40,4.6,38,3.3,85,7,VRB,17,30.24,,,30.39,0.00,30.41,,,,,,,,,,0703,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 21:51,FM-15,OVC:08 6,4.00,-RA:02 BR:1 |RA:61 |,42,5.6,41,4.8,39,3.9,89,7,070,,30.22,6,,30.37,0.01,30.39,,,,,,,,,,0703,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 22:47,FM-16,OVC:08 5,2.00,-RA:02 BR:1 |RA:61 |,43,6.0,41,5.1,39,4.0,87,7,070,,30.20,,,,0.03,30.37,,,,,,,,,,0703,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 22:51,FM-15,OVC:08 5,3.00,-RA:02 BR:1 |RA:61 |,43,6.1,41,5.1,39,3.9,86,6,060,,30.20,,,30.35,0.04,30.37,,,,,,,,,,0703,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 23:51,FM-15,OVC:08 6,8.00,-RA:02 |RA:61 |,43,6.1,42,5.4,40,4.4,89,7,070,,30.15,,,30.30,0.01,30.32,43,35,39,-3.1,,,,26,0,0703,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-02 23:59,SOD,,,,,,,,,,,,,,,,,,,,43,35,39,-3.1,67,28,35,26,0,0703,1629,RA:16 BR:13 HZ:08,0.08,0.0,0,30.35,30.50,9.2,26,060,17,060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2014-12-03 00:51,FM-15,OVC:08 5,6.00,BR:1 ||,41,5.0,40,4.3,38,3.3,89,5,060,,30.11,8,,30.26,0.00,30.28,,,,,,,,,,0703,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
