date,hour_interval,mean_temp
2015-09-20,2000-0000,53.0
2015-09-21,0000-0400,61.5
2015-09-21,0400-0800,59.75
2015-09-21,0800-1200,67.0
2015-09-21,1200-1600,71.0
2015-09-21,1600-2000,69.5
2015-09-21,2000-0000,54.0
2015-09-22,0000-0400,63.75
2015-09-22,0400-0800,62.75
2015-09-22,0800-1200,67.22222222222223
2015-09-22,1200-1600,69.8
2015-09-22,1600-2000,69.75
2015-09-22,2000-0000,53.6
2015-09-23,0000-0400,62.5
2015-09-23,0400-0800,60.75
2015-09-23,0800-1200,70.25
2015-09-23,1200-1600,78.5
2015-09-23,1600-2000,70.75
2015-09-23,2000-0000,52.2
2015-09-24,0000-0400,62.5
2015-09-24,0400-0800,64.25
2015-09-24,0800-1200,74.75
2015-09-24,1200-1600,79.75
2015-09-24,1600-2000,72.5
2015-09-24,2000-0000,55.6
2015-09-25,0000-0400,67.25
2015-09-25,0400-0800,64.75
2015-09-25,0800-1200,69.5
2015-09-25,1200-1600,73.0
2015-09-25,1600-2000,69.25
2015-09-25,2000-0000,53.2
2015-09-26,0000-0400,64.0
2015-09-26,0400-0800,62.833333333333336
2015-09-26,0800-1200,67.5
2015-09-26,1200-1600,70.25
2015-09-26,1600-2000,67.25
2015-09-26,2000-0000,50.2
2015-09-27,0000-0400,60.333333333333336
2015-09-27,0400-0800,58.0
2015-09-27,0800-1200,64.25
2015-09-27,1200-1600,68.75
2015-09-27,1600-2000,67.66666666666667
2015-09-27,2000-0000,59.333333333333336
2015-09-28,0000-0400,66.25
2015-09-28,0400-0800,66.75
2015-09-28,0800-1200,71.66666666666667
2015-09-28,1200-1600,76.875
2015-09-28,1600-2000,74.0
2015-09-28,2000-0000,58.4
2015-09-29,0000-0400,73.0
2015-09-29,0400-0800,72.6
2015-09-29,0800-1200,80.66666666666667
2015-09-29,1200-1600,79.0
2015-09-29,1600-2000,76.0
2015-09-29,2000-0000,68.38461538461539
2015-09-30,0000-0400,74.0
2015-09-30,0400-0800,75.0
2015-09-30,0800-1200,76.82352941176471
2015-09-30,1200-1600,71.0
2015-09-30,1600-2000,67.8
2015-09-30,2000-0000,49.6
2015-10-01,0000-0400,56.8
2015-10-01,0400-0800,56.75
2015-10-01,0800-1200,60.0
2015-10-01,1200-1600,63.2
2015-10-01,1600-2000,58.0
2015-10-01,2000-0000,49.875
2015-10-02,0000-0400,55.333333333333336
2015-10-02,0400-0800,52.4
2015-10-02,0800-1200,51.25
2015-10-02,1200-1600,50.285714285714285
2015-10-02,1600-2000,48.86666666666667
2015-10-02,2000-0000,42.25
2015-10-03,0000-0400,48.9
2015-10-03,0400-0800,49.0
2015-10-03,0800-1200,50.5
2015-10-03,1200-1600,52.42857142857143
2015-10-03,1600-2000,53.0
2015-10-03,2000-0000,43.4
2015-10-04,0000-0400,54.0
2015-10-04,0400-0800,53.5
2015-10-04,0800-1200,56.4
2015-10-04,1200-1600,62.0
2015-10-04,1600-2000,60.0
2015-10-04,2000-0000,43.8
2015-10-05,0000-0400,52.75
2015-10-05,0400-0800,53.4
2015-10-05,0800-1200,58.8
2015-10-05,1200-1600,65.0
2015-10-05,1600-2000,61.75
2015-10-05,2000-0000,45.8
2015-10-06,0000-0400,54.0
2015-10-06,0400-0800,53.25
2015-10-06,0800-1200,64.25
2015-10-06,1200-1600,71.75
2015-10-06,1600-2000,68.5
2015-10-06,2000-0000,51.2
2015-10-07,0000-0400,60.0
2015-10-07,0400-0800,60.0
2015-10-07,0800-1200,65.0
2015-10-07,1200-1600,71.75
2015-10-07,1600-2000,67.75
2015-10-07,2000-0000,51.0
2015-10-08,0000-0400,60.25
2015-10-08,0400-0800,61.25
2015-10-08,0800-1200,66.25
2015-10-08,1200-1600,67.75
2015-10-08,1600-2000,62.75
2015-10-08,2000-0000,50.0
2015-10-09,0000-0400,62.666666666666664
2015-10-09,0400-0800,64.25
2015-10-09,0800-1200,69.75
2015-10-09,1200-1600,74.8
2015-10-09,1600-2000,66.07692307692308
2015-10-09,2000-0000,51.2
2015-10-10,0000-0400,57.0
2015-10-10,0400-0800,52.0
2015-10-10,0800-1200,58.0
2015-10-10,1200-1600,62.75
2015-10-10,1600-2000,58.0
2015-10-10,2000-0000,45.0
2015-10-11,0000-0400,53.75
2015-10-11,0400-0800,54.0
2015-10-11,0800-1200,61.75
2015-10-11,1200-1600,67.5
2015-10-11,1600-2000,64.25
2015-10-11,2000-0000,49.8
2015-10-12,0000-0400,58.75
2015-10-12,0400-0800,58.0
2015-10-12,0800-1200,68.25
2015-10-12,1200-1600,73.75
2015-10-12,1600-2000,65.5
2015-10-12,2000-0000,50.4
2015-10-13,0000-0400,62.75
2015-10-13,0400-0800,62.0
2015-10-13,0800-1200,69.8
2015-10-13,1200-1600,69.4
2015-10-13,1600-2000,69.25
2015-10-13,2000-0000,53.2
2015-10-14,0000-0400,61.75
2015-10-14,0400-0800,58.75
2015-10-14,0800-1200,64.5
2015-10-14,1200-1600,66.25
2015-10-14,1600-2000,63.25
2015-10-14,2000-0000,48.2
2015-10-15,0000-0400,54.5
2015-10-15,0400-0800,52.0
2015-10-15,0800-1200,58.5
2015-10-15,1200-1600,62.75
2015-10-15,1600-2000,60.25
2015-10-15,2000-0000,46.8
2015-10-16,0000-0400,56.75
2015-10-16,0400-0800,55.25
2015-10-16,0800-1200,59.25
2015-10-16,1200-1600,62.0
2015-10-16,1600-2000,59.0
2015-10-16,2000-0000,43.4
2015-10-17,0000-0400,51.25
2015-10-17,0400-0800,48.25
2015-10-17,0800-1200,51.5
2015-10-17,1200-1600,53.0
2015-10-17,1600-2000,49.0
2015-10-17,2000-0000,35.4
2015-10-18,0000-0400,40.0
2015-10-18,0400-0800,38.5
2015-10-18,0800-1200,44.5
2015-10-18,1200-1600,48.25
2015-10-18,1600-2000,44.5
2015-10-18,2000-0000,31.6
2015-10-19,0000-0400,37.0
2015-10-19,0400-0800,36.25
2015-10-19,0800-1200,44.5
2015-10-19,1200-1600,51.75
2015-10-19,1600-2000,50.25
2015-10-19,2000-0000,39.4
2015-10-20,0000-0400,48.75
2015-10-20,0400-0800,49.5
2015-10-20,0800-1200,58.5
2015-10-20,1200-1600,68.5
2015-10-20,1600-2000,66.25
2015-10-20,2000-0000,50.2
2015-10-21,0000-0400,60.0
2015-10-21,0400-0800,59.25
2015-10-21,0800-1200,68.5
2015-10-21,1200-1600,73.75
2015-10-21,1600-2000,65.5
2015-10-21,2000-0000,51.0
2015-10-22,0000-0400,61.0
2015-10-22,0400-0800,59.5
2015-10-22,0800-1200,66.0
2015-10-22,1200-1600,73.0
2015-10-22,1600-2000,71.25
2015-10-22,2000-0000,54.0
2015-10-23,0000-0400,59.25
2015-10-23,0400-0800,53.25
2015-10-23,0800-1200,56.75
2015-10-23,1200-1600,58.5
2015-10-23,1600-2000,52.25
2015-10-23,2000-0000,37.4
2015-10-24,0000-0400,43.25
2015-10-24,0400-0800,42.0
2015-10-24,0800-1200,50.5
2015-10-24,1200-1600,54.75
2015-10-24,1600-2000,54.333333333333336
2015-10-24,2000-0000,44.8
2015-10-25,0000-0400,58.0
2015-10-25,0400-0800,57.2
2015-10-25,0800-1200,58.90909090909091
2015-10-25,1200-1600,65.0
2015-10-25,1600-2000,58.75
2015-10-25,2000-0000,41.2
2015-10-26,0000-0400,48.5
2015-10-26,0400-0800,47.5
2015-10-26,0800-1200,52.25
2015-10-26,1200-1600,57.25
2015-10-26,1600-2000,52.75
2015-10-26,2000-0000,39.6
2015-10-27,0000-0400,47.25
2015-10-27,0400-0800,46.75
2015-10-27,0800-1200,55.75
2015-10-27,1200-1600,57.75
2015-10-27,1600-2000,54.75
2015-10-27,2000-0000,41.8
2015-10-28,0000-0400,54.714285714285715
2015-10-28,0400-0800,56.0
2015-10-28,0800-1200,59.4
2015-10-28,1200-1600,61.9375
2015-10-28,1600-2000,66.33333333333333
2015-10-28,2000-0000,63.875
2015-10-29,0000-0400,68.16666666666667
2015-10-29,0400-0800,64.33333333333333
2015-10-29,0800-1200,68.75
2015-10-29,1200-1600,68.5
2015-10-29,1600-2000,63.5
2015-10-29,2000-0000,47.4
2015-10-30,0000-0400,54.25
2015-10-30,0400-0800,50.75
2015-10-30,0800-1200,56.5
2015-10-30,1200-1600,58.75
2015-10-30,1600-2000,53.0
2015-10-30,2000-0000,39.6
2015-10-31,0000-0400,44.75
2015-10-31,0400-0800,43.5
2015-10-31,0800-1200,50.5
2015-10-31,1200-1600,54.25
2015-10-31,1600-2000,52.5
2015-10-31,2000-0000,42.6
2015-11-01,0000-0400,54.5
2015-11-01,0400-0800,56.25
2015-11-01,0800-1200,59.75
2015-11-01,1200-1600,63.25
2015-11-01,1600-2000,62.5
2015-11-01,2000-0000,48.0
2015-11-02,0000-0400,56.75
2015-11-02,0400-0800,56.0
2015-11-02,0800-1200,60.25
2015-11-02,1200-1600,62.75
2015-11-02,1600-2000,60.0
2015-11-02,2000-0000,45.6
2015-11-03,0000-0400,54.0
2015-11-03,0400-0800,51.75
2015-11-03,0800-1200,63.0
2015-11-03,1200-1600,71.5
2015-11-03,1600-2000,68.0
2015-11-03,2000-0000,52.0
2015-11-04,0000-0400,58.25
2015-11-04,0400-0800,57.75
2015-11-04,0800-1200,65.5
2015-11-04,1200-1600,68.0
2015-11-04,1600-2000,61.25
2015-11-04,2000-0000,47.4
2015-11-05,0000-0400,57.375
2015-11-05,0400-0800,60.2
2015-11-05,0800-1200,65.0
2015-11-05,1200-1600,69.66666666666667
2015-11-05,1600-2000,66.66666666666667
2015-11-05,2000-0000,56.5
2015-11-06,0000-0400,67.5
2015-11-06,0400-0800,67.16666666666667
2015-11-06,0800-1200,70.16666666666667
2015-11-06,1200-1600,72.6
2015-11-06,1600-2000,71.75
2015-11-06,2000-0000,56.6
2015-11-07,0000-0400,70.25
2015-11-07,0400-0800,63.5
2015-11-07,0800-1200,62.0
2015-11-07,1200-1600,61.75
2015-11-07,1600-2000,57.5
2015-11-07,2000-0000,43.4
2015-11-08,0000-0400,50.25
2015-11-08,0400-0800,46.75
2015-11-08,0800-1200,51.0
2015-11-08,1200-1600,55.5
2015-11-08,1600-2000,52.0
2015-11-08,2000-0000,40.2
2015-11-09,0000-0400,46.75
2015-11-09,0400-0800,45.25
2015-11-09,0800-1200,53.75
2015-11-09,1200-1600,57.25
2015-11-09,1600-2000,54.75
2015-11-09,2000-0000,43.6
2015-11-10,0000-0400,54.25
2015-11-10,0400-0800,55.333333333333336
2015-11-10,0800-1200,56.57142857142857
2015-11-10,1200-1600,54.857142857142854
2015-11-10,1600-2000,54.0
2015-11-10,2000-0000,45.77777777777778
2015-11-11,0000-0400,50.36363636363637
2015-11-11,0400-0800,50.0
2015-11-11,0800-1200,51.875
2015-11-11,1200-1600,55.666666666666664
2015-11-11,1600-2000,56.0
2015-11-11,2000-0000,46.714285714285715
2015-11-12,0000-0400,52.142857142857146
2015-11-12,0400-0800,52.166666666666664
2015-11-12,0800-1200,56.625
2015-11-12,1200-1600,58.0
2015-11-12,1600-2000,59.5
2015-11-12,2000-0000,49.714285714285715
2015-11-13,0000-0400,55.0
2015-11-13,0400-0800,55.25
2015-11-13,0800-1200,56.5
2015-11-13,1200-1600,54.75
2015-11-13,1600-2000,51.0
2015-11-13,2000-0000,38.4
2015-11-14,0000-0400,44.5
2015-11-14,0400-0800,44.5
2015-11-14,0800-1200,47.0
2015-11-14,1200-1600,47.5
2015-11-14,1600-2000,45.0
2015-11-14,2000-0000,33.8
2015-11-15,0000-0400,40.5
2015-11-15,0400-0800,40.25
2015-11-15,0800-1200,46.5
2015-11-15,1200-1600,56.5
2015-11-15,1600-2000,56.25
2015-11-15,2000-0000,44.2
2015-11-16,0000-0400,54.5
2015-11-16,0400-0800,52.75
2015-11-16,0800-1200,59.5
2015-11-16,1200-1600,65.75
2015-11-16,1600-2000,61.75
2015-11-16,2000-0000,44.2
2015-11-17,0000-0400,47.5
2015-11-17,0400-0800,40.75
2015-11-17,0800-1200,44.75
2015-11-17,1200-1600,48.0
2015-11-17,1600-2000,45.25
2015-11-17,2000-0000,36.2
2015-11-18,0000-0400,46.5
2015-11-18,0400-0800,48.0
2015-11-18,0800-1200,54.75
2015-11-18,1200-1600,57.285714285714285
2015-11-18,1600-2000,56.625
2015-11-18,2000-0000,46.0
2015-11-19,0000-0400,57.8
2015-11-19,0400-0800,59.0
2015-11-19,0800-1200,61.57142857142857
2015-11-19,1200-1600,61.2
2015-11-19,1600-2000,61.333333333333336
2015-11-19,2000-0000,58.214285714285715
2015-11-20,0000-0400,63.0
2015-11-20,0400-0800,55.75
2015-11-20,0800-1200,54.5
2015-11-20,1200-1600,55.75
2015-11-20,1600-2000,51.25
2015-11-20,2000-0000,38.0
2015-11-21,0000-0400,43.75
2015-11-21,0400-0800,42.5
2015-11-21,0800-1200,46.25
2015-11-21,1200-1600,49.75
2015-11-21,1600-2000,49.25
2015-11-21,2000-0000,41.4
2015-11-22,0000-0400,54.142857142857146
2015-11-22,0400-0800,53.25
2015-11-22,0800-1200,50.5
2015-11-22,1200-1600,49.0
2015-11-22,1600-2000,48.25
2015-11-22,2000-0000,35.4
2015-11-23,0000-0400,38.75
2015-11-23,0400-0800,35.0
2015-11-23,0800-1200,38.75
2015-11-23,1200-1600,41.5
2015-11-23,1600-2000,37.5
2015-11-23,2000-0000,27.4
2015-11-24,0000-0400,33.0
2015-11-24,0400-0800,34.5
2015-11-24,0800-1200,40.5
2015-11-24,1200-1600,44.75
2015-11-24,1600-2000,44.25
2015-11-24,2000-0000,33.0
2015-11-25,0000-0400,39.25
2015-11-25,0400-0800,37.5
2015-11-25,0800-1200,45.0
2015-11-25,1200-1600,47.5
2015-11-25,1600-2000,44.75
2015-11-25,2000-0000,35.2
2015-11-26,0000-0400,43.5
2015-11-26,0400-0800,42.25
2015-11-26,0800-1200,52.25
2015-11-26,1200-1600,59.0
2015-11-26,1600-2000,55.75
2015-11-26,2000-0000,44.6
2015-11-27,0000-0400,53.0
2015-11-27,0400-0800,52.75
2015-11-27,0800-1200,57.8
2015-11-27,1200-1600,63.25
2015-11-27,1600-2000,61.0
2015-11-27,2000-0000,39.0
2015-11-28,0000-0400,55.5
2015-11-28,0400-0800,55.666666666666664
2015-11-28,0800-1200,62.0
2015-11-28,1200-1600,56.0
2015-11-28,1600-2000,45.75
2015-11-28,2000-0000,32.75
2015-11-29,0000-0400,41.0
2015-11-29,0400-0800,38.5
2015-11-29,0800-1200,39.0
2015-11-29,1200-1600,45.5
2015-11-29,1600-2000,41.0
2015-11-29,2000-0000,28.75
2015-11-30,0000-0400,36.25
2015-11-30,0400-0800,35.5
2015-11-30,0800-1200,39.5
2015-11-30,1200-1600,44.0
2015-11-30,1600-2000,43.5
2015-11-30,2000-0000,38.285714285714285
2015-12-01,0000-0400,44.285714285714285
2015-12-01,0400-0800,45.4
2015-12-01,0800-1200,49.57142857142857
2015-12-01,1200-1600,49.0
2015-12-01,1600-2000,47.75
2015-12-01,2000-0000,38.2
2015-12-02,0000-0400,46.2
2015-12-02,0400-0800,47.0
2015-12-02,0800-1200,50.57142857142857
2015-12-02,1200-1600,52.0
2015-12-02,1600-2000,55.285714285714285
2015-12-02,2000-0000,49.0
2015-12-03,0000-0400,53.0
2015-12-03,0400-0800,48.0
2015-12-03,0800-1200,48.0
2015-12-03,1200-1600,49.0
2015-12-03,1600-2000,47.0
2015-12-03,2000-0000,36.0
2015-12-04,0000-0400,44.0
2015-12-04,0400-0800,43.75
2015-12-04,0800-1200,47.0
2015-12-04,1200-1600,50.75
2015-12-04,1600-2000,48.25
2015-12-04,2000-0000,36.2
2015-12-05,0000-0400,43.25
2015-12-05,0400-0800,41.5
2015-12-05,0800-1200,45.5
2015-12-05,1200-1600,50.25
2015-12-05,1600-2000,48.75
2015-12-05,2000-0000,37.6
2015-12-06,0000-0400,42.75
2015-12-06,0400-0800,40.75
2015-12-06,0800-1200,46.75
2015-12-06,1200-1600,52.25
2015-12-06,1600-2000,50.25
2015-12-06,2000-0000,38.6
2015-12-07,0000-0400,45.0
2015-12-07,0400-0800,43.5
2015-12-07,0800-1200,47.25
2015-12-07,1200-1600,53.75
2015-12-07,1600-2000,50.0
2015-12-07,2000-0000,37.0
2015-12-08,0000-0400,42.4
2015-12-08,0400-0800,41.2
2015-12-08,0800-1200,44.5
2015-12-08,1200-1600,47.42857142857143
2015-12-08,1600-2000,44.25
2015-12-08,2000-0000,34.0
2015-12-09,0000-0400,41.0
2015-12-09,0400-0800,42.75
2015-12-09,0800-1200,47.75
2015-12-09,1200-1600,51.0
2015-12-09,1600-2000,53.0
2015-12-09,2000-0000,46.57142857142857
2015-12-10,0000-0400,54.5
2015-12-10,0400-0800,52.0
2015-12-10,0800-1200,54.0
2015-12-10,1200-1600,58.75
2015-12-10,1600-2000,56.25
2015-12-10,2000-0000,43.2
2015-12-11,0000-0400,53.25
2015-12-11,0400-0800,51.0
2015-12-11,0800-1200,55.25
2015-12-11,1200-1600,59.25
2015-12-11,1600-2000,59.25
2015-12-11,2000-0000,45.8
2015-12-12,0000-0400,56.25
2015-12-12,0400-0800,57.25
2015-12-12,0800-1200,61.25
2015-12-12,1200-1600,64.75
2015-12-12,1600-2000,61.75
2015-12-12,2000-0000,50.0
2015-12-13,0000-0400,61.5
2015-12-13,0400-0800,60.0
2015-12-13,0800-1200,64.5
2015-12-13,1200-1600,64.0
2015-12-13,1600-2000,57.0
2015-12-13,2000-0000,48.5
2015-12-14,0000-0400,54.4
2015-12-14,0400-0800,53.2
2015-12-14,0800-1200,56.0
2015-12-14,1200-1600,62.22222222222222
2015-12-14,1600-2000,62.333333333333336
2015-12-14,2000-0000,54.57142857142857
2015-12-15,0000-0400,65.85714285714286
2015-12-15,0400-0800,61.5
2015-12-15,0800-1200,59.25
2015-12-15,1200-1600,60.75
2015-12-15,1600-2000,57.5
2015-12-15,2000-0000,43.2
2015-12-16,0000-0400,51.0
2015-12-16,0400-0800,47.25
2015-12-16,0800-1200,49.5
2015-12-16,1200-1600,51.0
2015-12-16,1600-2000,49.6
2015-12-16,2000-0000,46.142857142857146
2015-12-17,0000-0400,52.0
2015-12-17,0400-0800,54.25
2015-12-17,0800-1200,57.666666666666664
2015-12-17,1200-1600,58.7
2015-12-17,1600-2000,58.42857142857143
2015-12-17,2000-0000,53.666666666666664
2015-12-18,0000-0400,56.5
2015-12-18,0400-0800,51.57142857142857
2015-12-18,0800-1200,46.75
2015-12-18,1200-1600,47.25
2015-12-18,1600-2000,44.0
2015-12-18,2000-0000,31.6
2015-12-19,0000-0400,38.5
2015-12-19,0400-0800,36.5
2015-12-19,0800-1200,36.75
2015-12-19,1200-1600,38.75
2015-12-19,1600-2000,37.75
2015-12-19,2000-0000,31.0
2015-12-20,0000-0400,38.0
2015-12-20,0400-0800,36.0
2015-12-20,0800-1200,37.25
2015-12-20,1200-1600,41.75
2015-12-20,1600-2000,40.75
2015-12-20,2000-0000,31.4
2015-12-21,0000-0400,40.75
2015-12-21,0400-0800,42.25
2015-12-21,0800-1200,46.5
2015-12-21,1200-1600,51.5
2015-12-21,1600-2000,53.75
2015-12-21,2000-0000,44.6
2015-12-22,0000-0400,56.0
2015-12-22,0400-0800,55.75
2015-12-22,0800-1200,57.09090909090909
2015-12-22,1200-1600,58.6
2015-12-22,1600-2000,61.666666666666664
2015-12-22,2000-0000,51.142857142857146
2015-12-23,0000-0400,56.5
2015-12-23,0400-0800,54.0
2015-12-23,0800-1200,55.214285714285715
2015-12-23,1200-1600,56.0
2015-12-23,1600-2000,55.93333333333333
2015-12-23,2000-0000,58.05263157894737
2015-12-24,0000-0400,66.0
2015-12-24,0400-0800,66.83333333333333
2015-12-24,0800-1200,70.57142857142857
2015-12-24,1200-1600,70.66666666666667
2015-12-24,1600-2000,69.25
2015-12-24,2000-0000,53.2
2015-12-25,0000-0400,63.0
2015-12-25,0400-0800,58.5
2015-12-25,0800-1200,59.57142857142857
2015-12-25,1200-1600,61.0
2015-12-25,1600-2000,60.714285714285715
2015-12-25,2000-0000,50.166666666666664
2015-12-26,0000-0400,45.6
2015-12-26,0400-0800,53.5
2015-12-26,0800-1200,40.0
2015-12-26,1200-1600,39.0
2015-12-26,1600-2000,50.0
2015-12-26,2000-0000,41.714285714285715
2015-12-27,0000-0400,46.57142857142857
2015-12-27,0400-0800,48.53846153846154
2015-12-27,0800-1200,51.833333333333336
2015-12-27,1200-1600,58.0
2015-12-27,1600-2000,60.0
2015-12-27,2000-0000,39.6
2015-12-28,0000-0400,42.0
2015-12-28,0400-0800,39.5
2015-12-28,0800-1200,40.0
2015-12-28,1200-1600,41.0
2015-12-28,1600-2000,39.0
2015-12-28,2000-0000,29.666666666666668
2015-12-29,0000-0400,35.0
2015-12-29,0400-0800,39.625
2015-12-29,0800-1200,44.54545454545455
2015-12-29,1200-1600,42.714285714285715
2015-12-29,1600-2000,39.833333333333336
2015-12-29,2000-0000,33.166666666666664
2015-12-30,0000-0400,39.333333333333336
2015-12-30,0400-0800,41.0
2015-12-30,0800-1200,42.5
2015-12-30,1200-1600,44.0
2015-12-30,1600-2000,45.5
2015-12-30,2000-0000,43.0
