CMPLNT_NUM, ID
952555162,1
979650867,150
110861328,8
113554116,123
132208351,33
132208351,35
174815872,1
182303104,13
255746326,27
286731991,169
299467282,12
304122824,169
315464233,45
370765705,15
406166818,32
427231437,12
431271878,150
447216174,120
447870605,27
447988514,169
516159769,13
565476867,150
568516355,12
624633901,47
662062936,150
696354062,146
740569613,150
748957079,67
761639800,120
787472774,150
797720179,1
802691137,150
865950019,65
865950019,160
870425278,40
918545330,120
930455822,27
937395960,13
975571925,13
988794787,150
992048633,61
993402245,27
107378753,177
135728168,177
136870138,27
148534300,150
165109737,48
178085559,128
179004469,13
189591599,120
199474736,177
214367591,4
223876340,147
272006781,150
293930053,169
297210335,169
310595225,10
360253503,45
360445120,66
387582895,135
426149642,150
449607727,13
451718024,6
487083624,165
495712581,120
501634588,150
513213784,9
519228814,177
519953590,84
562570989,146
572918202,4
659478406,6
676587461,150
687762858,66
721485239,150
742342417,13
758332559,169
798902805,174
830822510,27
832907927,150
844662298,177
906408319,66
911051231,46
918248998,150
929462376,150
940850748,129
949942959,9
966109395,150
109826088,120
116071482,169
117594895,164
120392716,12
125946742,6
131607066,105
135548838,169
138892274,150
143847493,13
164798609,135
164806699,18
185405627,177
200293928,150
225044164,120
247346807,169
249781350,13
250744903,150
255238074,5
261401654,64
265800054,12
270396913,6
283844609,54
294188001,66
335893525,30
347122352,150
397303470,150
402273338,131
410982062,127
426348278,61
437108923,45
437573213,66
517744217,13
527968911,13
535970219,67
536498266,150
550699686,13
566570495,150
627226008,45
629117597,88
641028713,15
674780805,27
701384921,9
705138134,182
711562983,150
732526164,12
737254136,120
775324218,6
785073000,150
794833130,61
813083337,95
838146067,50
878975457,169
885875314,150
931324583,150
958234821,29
958982354,61
993253716,62
102219630,150
112766995,27
116066445,145
125678499,169
129104682,105
209202467,165
210513370,150
212972659,169
216543829,42
219733894,150
229531298,27
231475844,123
242362867,8
282243622,12
288920523,31
326541642,13
342724136,120
354504383,65
354504383,160
374138598,150
398263110,67
409440130,61
420456798,6
432909949,16
434092677,146
435364790,169
439208631,28
456685361,135
477744700,88
504779937,12
527514662,12
610412991,8
624232478,1
667213030,8
676153824,150
690720356,165
730322730,47
760466003,27
764103389,20
765801662,177
781247053,150
796532380,150
810280654,150
816616530,169
822265964,107
827211464,177
882457906,107
889293112,120
898498612,45
900108640,177
922097888,9
928691848,123
936734124,13
959978690,13
968669844,13
976762260,45
990240733,169
122166331,9
139350930,37
151888352,150
152433998,150
180814142,150
202379073,150
226761190,150
227384338,1
235601427,45
238658722,150
257525740,9
268675727,169
274788700,135
288939099,67
303949778,21
348091936,177
376525348,150
386799700,65
386799700,160
395795109,47
405325087,169
417476468,27
423682860,150
426415412,13
427447639,27
440887405,27
442245416,169
466387071,27
506761113,40
534029628,20
536952264,20
552784475,13
611444723,47
656366635,9
680286468,177
688529057,47
726248346,146
732393904,169
737518288,58
745626118,53
745821981,54
754792918,83
769059719,20
785562201,66
791208112,128
799995364,66
805246423,125
816727940,169
824261085,51
836394541,150
842615556,9
844058106,150
849341856,83
884389801,169
896650032,150
933201354,134
933622426,65
933622426,160
936355233,13
961966534,177
962370625,83
108260849,146
108483521,150
129983056,12
143559702,12
170980194,66
186210828,15
192211574,65
192211574,160
198950780,9
199575343,8
218901738,182
259397751,83
280537822,12
289251033,48
308415621,150
324228088,61
343800748,169
382509792,169
432113593,45
445092958,88
447209749,120
489902199,47
492089730,153
506952234,135
561964876,95
562413451,33
562413451,35
590765222,47
608125941,169
615111895,27
618554171,30
618842267,150
640047724,8
648673880,33
648673880,35
656414293,146
656808466,28
670735263,47
719419096,150
735552666,150
746730405,177
784346021,12
786806228,66
789829672,67
791137017,43
801429193,83
810748228,169
844076408,1
849178884,16
855622691,123
879038271,146
882975321,169
886600104,13
907983752,61
910532775,31
922164272,29
960238917,13
967054112,130
970159115,169
986296928,39
995130293,120
996319072,150
102825859,13
117859579,150
118600731,127
137484659,150
148492213,4
155109059,26
159256200,45
163521135,150
215339740,4
219249412,21
231748148,61
269371407,128
269743840,67
272715378,45
312032488,10
362593001,1
366425961,72
372982703,169
399917845,27
432902732,161
438159243,150
444361373,169
445838465,1
482345962,27
512966467,27
540118108,146
540495962,4
555234688,13
559618571,28
564487755,53
583773907,120
603433405,177
603506766,16
613701590,10
678676540,61
678930129,13
709147093,27
729228047,9
729949158,8
752481950,27
768593239,86
781926905,46
802730396,169
807997194,150
821543713,53
839315641,135
863419779,130
874514162,6
897114717,150
909718593,27
155055036,7
189892390,13
203522339,4
213547734,145
253649346,1
255700006,150
257543686,169
269805924,169
284725829,150
310022993,146
356050088,83
358909385,15
362074982,27
384407193,66
385005867,150
424167136,97
453560543,65
453560543,160
463583257,169
467080436,169
471495195,1
482764129,9
484848661,135
503558156,83
521390923,150
523276964,178
532825130,146
538862891,6
564676694,150
566086000,150
580554116,14
599047859,47
610531339,177
652601251,47
666141641,6
683169238,88
697101661,169
714623462,150
743743688,9
753478509,150
761020036,146
761125235,120
765141986,9
770491304,66
776611967,40
821293551,64
845270069,150
846507847,88
850066677,164
861127498,66
864961091,76
869212052,47
918657575,13
947099566,33
947099566,35
964501079,150
966263061,165
972466016,9
973624859,169
991180249,150
996844345,83
998357082,146
998465082,150
100992690,67
127421535,169
143354470,8
174098475,13
203872639,182
213348341,162
221122007,6
226859464,13
239840197,61
261154919,13
268903356,135
275217050,184
301188489,27
317069301,145
365397023,150
385476249,150
398740583,47
412450480,58
424884896,127
432187667,1
439747226,6
454559823,120
459590217,62
484313350,13
513863840,13
525432723,46
546426973,146
553087676,13
564128321,95
572988729,135
610496218,177
659180589,150
677600026,150
680457693,39
684261020,4
691387082,169
698507386,6
727225051,45
727685356,7
732928160,13
734446934,12
755562517,30
847455652,125
855382353,150
892802507,88
919641069,67
982036464,150
106345678,120
107627960,4
113339266,61
133150154,146
139933167,161
163623645,146
182874076,177
190248430,47
190505807,150
194575479,150
209116115,150
223306586,150
232666545,27
249485670,27
298301162,130
304279147,177
312910926,182
334011242,20
342360730,27
345060092,57
389984839,9
425061933,148
429703884,177
431201326,150
456990594,177
486388715,33
486388715,35
531988576,150
558033362,150
570772239,4
590748678,27
607299065,127
644582275,51
644674299,177
656143892,4
657036806,150
657967889,61
675017320,61
679589632,9
718981817,4
734960953,150
744122168,88
745345882,83
748312119,13
756926812,83
774314674,13
810419206,30
814186532,169
828835173,177
830319532,177
856400384,84
868158768,169
884638145,65
884638145,160
892386422,31
954541577,4
957535522,61
958838395,161
172231934,150
181355477,169
189883634,13
194224466,164
199529533,14
214649580,107
221398075,164
227578675,115
228213757,16
250828010,150
282962445,67
304109108,120
342594888,161
420541504,13
437342739,45
456196155,147
471786808,150
518102556,146
520946458,161
523292832,65
523292832,160
524892142,30
551519437,33
551519437,35
561543701,27
597332581,169
614655857,182
629940647,13
672337544,169
681097261,4
689077413,31
694007339,150
695922518,177
699003053,47
731677642,146
746648883,150
748819171,140
755529801,27
792693686,150
796721488,105
823261114,9
824401657,150
847895247,18
870248049,169
874955586,50
884566619,45
895416833,150
897713049,30
898088201,27
937054386,150
939029103,45
943850137,76
962286917,137
970913706,135
971699231,74
104678274,133
110026348,47
115673489,150
137752174,120
155644296,128
161528735,1
168194545,58
185349805,66
194967845,105
216095987,4
221464365,27
227976759,66
262201913,150
276878026,165
280920879,125
281504926,161
297001456,13
307205977,146
309117097,169
315803084,1
321314680,150
324009432,177
367013141,81
374716461,15
414766861,66
416386423,177
446934123,150
450147661,120
478433202,83
484565208,177
494318790,33
494318790,35
503388818,13
509324996,20
524270704,177
577963567,24
579809692,66
586809958,6
600006005,1
618306934,150
624331971,1
626907150,153
663920811,67
671798307,12
675592644,150
676479644,133
690010844,27
695250517,57
725473402,107
728393683,47
747924563,153
754119330,20
779046752,1
783519601,20
793399686,169
803786585,20
821169260,125
844940506,1
913173230,13
930695884,135
931472727,33
931472727,35
973525487,145
125698029,169
136580355,20
143743229,13
160333245,27
174592818,169
183301423,12
185208674,27
198145475,28
202967753,177
216135894,129
237641244,150
240195180,150
246427005,1
249609902,45
251959541,146
257459186,4
259371016,83
268392959,150
280353877,47
302500125,4
302741403,164
331956375,62
