CMPLNT_NUM,Latitude,Longitude
373928078,40.74529529,-73.988730839
779037733,40.754849215,-73.984119991
954459321,40.807780621999996,-73.945484727
830378009,40.722308485999996,-73.997122534
822322300,40.738560221,-73.99968389600001
403884213,40.707724105,-73.802788416
270962536,40.587823566,-73.814411757
196716294,40.779505997,-73.955585504
255087088,40.66712415,-73.834651291
701773670,40.830722328,-73.827126059
756285231,40.819702045,-73.901603017
697554807,40.840102648,-73.880354752
647608693,40.720636846,-74.005210778
869773764,40.733546682,-73.870349101
607299065,40.725440246,-73.996772441
590126424,40.730144884,-73.862356587
783029643,40.73975965,-74.00252386300001
820639565,40.604791059,-73.753999254
800807106,40.605187109,-73.980172511
113318548,40.714450125,-73.831258516
774038807,40.678595507,-73.906130355
259958487,40.670666272,-73.95797590800001
715040778,40.751449824,-73.976050545
787472774,40.659120942,-73.89921958800001
362560074,40.57557363,-73.981203625
483326542,40.70059059,-73.8077432
320172217,40.818568336999995,-73.927313946
356504627,40.810772766999996,-73.95259159
811070602,40.757240531,-73.98979363699999
418207597,40.810772766999996,-73.95259159
119777128,40.743334989000004,-73.98407942899999
195033644,40.71843841,-74.00053174199999
202736149,40.779505997,-73.955585504
113679935,40.827819901,-73.925930756
759653566,40.752198698,-73.993465045
205797381,40.757240531,-73.98979363699999
561183676,40.740195287,-73.98636805
453288299,40.688218956,-73.96582191899999
775813804,40.837376359000004,-73.887760929
306014750,40.853823567,-73.907332598
724450231,40.853823567,-73.907332598
580268204,40.713012164,-73.782367026
196202419,40.746853098,-73.89143220300001
376525348,40.668806093,-73.93112156699999
297469359,40.696872895,-73.83716683
899629361,40.750999048000004,-73.990624712
596084665,40.82357528,-73.937674609
496592377,40.898457915,-73.85429974
112820182,40.683047490999996,-73.964778963
320573228,40.668806093,-73.93112156699999
803567718,40.668806093,-73.93112156699999
564596258,40.898457915,-73.85429974
723460638,40.756043535,-73.986949544
659180589,40.604791059,-73.753999254
117546686,40.765024079,-73.98483595
671257449,40.710335478000005,-74.0095456
211268318,40.746425245,-73.98183391399999
122304349,40.68406075,-73.97745929199999
566843547,40.704318465,-73.9192333
785073000,40.666895659,-73.981581617
681874130,40.660514286,-73.83058758
308609940,40.706548395,-73.95040063399999
847035881,40.750204204,-73.939825742
716063707,40.577619067,-73.961443502
327643562,40.710254725,-73.82124163600001
793145201,40.710254725,-73.82124163600001
936355233,40.749877374,-73.862727261
870523451,40.57557363,-73.981203625
457589080,40.721461728,-73.84397927
790528679,40.607940119,-73.816044933
185826556,40.57557363,-73.981203625
263778323,40.665599715,-73.888500545
538862891,40.747639024,-73.883938566
102045713,40.682391130999996,-73.905641875
906437053,40.742910428,-73.99280555
125698029,40.862763361,-73.901080165
353855655,40.804384045999996,-73.937421669
283844609,40.74529529,-73.988730839
697854052,40.74530132,-73.998489317
579749867,40.725939713,-73.994650996
266401833,40.750999048000004,-73.990624712
147766623,40.717843271999996,-73.957726112
274105586,40.86770011,-73.921215047
320765975,40.738560221,-73.99968389600001
303648479,40.737203099,-73.983272598
154123887,40.698814595,-73.918367222
379579118,40.743334989000004,-73.98407942899999
932271722,40.743334989000004,-73.98407942899999
832907927,40.670666272,-73.95797590800001
114167013,40.683767303,-73.978742975
381360910,40.746820464,-73.891753456
705645514,40.751449824,-73.976050545
808365228,40.883583895,-73.862805601
657307912,40.77613961,-73.910701051
929462376,40.692241674,-73.987300996
577079523,40.692241674,-73.987300996
265367448,40.650815388000005,-73.949573551
641348313,40.742736825,-73.954108767
915984094,40.762234770999996,-73.968188083
860135847,40.762234770999996,-73.968188083
979952774,40.588628295999996,-73.983723858
276001187,40.800561814,-73.958197308
790913481,40.804428073000004,-73.95537021
871709919,40.816088874,-73.917688689
539525446,40.816088874,-73.917688689
992035083,40.743164671,-73.91870263199999
707616297,40.764286326,-73.973017194
386467325,40.750999048000004,-73.990624712
535261609,40.751449824,-73.976050545
216863741,40.814113161,-73.940855365
692566040,40.670666272,-73.95797590800001
407659849,40.799118631999995,-73.96855692300001
542239149,40.755344758,-73.84324659800001
901816018,40.834209383,-73.851686775
487737227,40.848647719,-73.911680839
304118433,40.824040004000004,-73.944759612
979591152,40.747639024,-73.883938566
209323811,40.747639024,-73.883938566
134937983,40.63436546,-74.010745306
983291352,40.887313634,-73.847271758
155644296,40.725939713,-73.994650996
262632147,40.751449824,-73.976050545
788787313,40.634624310999996,-74.02352130199999
654655910,40.7119702,-73.940689891
260052288,40.689938022,-73.981477894
517997324,40.592195525,-73.97769553399999
393865483,40.654317721,-74.004419926
159489066,40.693670773,-73.852165275
176718313,40.680398609,-73.949558393
907051650,40.678286317,-73.910799629
896492464,40.749780113,-73.987780874
296665350,40.660479822,-73.998015466
418213710,40.668806093,-73.93112156699999
650301421,40.761431104,-73.984049836
362314369,40.753292105999996,-73.906909388
287249283,40.680398609,-73.949558393
852241637,40.756043535,-73.986949544
843418331,40.725440246,-73.996772441
552180838,40.689027417,-73.98615855199999
258219524,40.689027417,-73.98615855199999
191293123,40.810772766999996,-73.95259159
940559994,40.684756979,-73.83112092
835919094,40.799118631999995,-73.96855692300001
871164683,40.887097713,-73.87802064600001
455740792,40.706286803000005,-74.011189718
779512477,40.813264621,-73.930278451
464696908,40.770781285,-73.917260908
319521194,40.751449824,-73.976050545
960903568,40.710718006,-73.793040543
655514907,40.755812911999996,-73.986400949
356362329,40.733614139000004,-74.0028592
155171901,40.66475956,-73.894042144
181273968,40.824040004000004,-73.944759612
491329326,40.814113161,-73.940855365
185942459,40.757240531,-73.98979363699999
475940872,40.679284396999996,-73.92905931
204118514,40.800561814,-73.958197308
467946265,40.681013375,-73.99434453100001
188886701,40.74893208,-73.93737631100001
590375471,40.778805016,-73.982059779
192096390,40.798841208,-73.952018585
667793547,40.750204204,-73.939825742
176217042,40.737368955,-73.996840424
322992414,40.887810644,-73.860453292
319630449,40.749780113,-73.987780874
715267681,40.737203099,-73.983272598
587347740,40.709564416,-74.006436281
813253676,40.849329456999996,-73.93373230600001
739692798,40.710254725,-73.82124163600001
426430130,40.762234770999996,-73.968188083
986420055,40.663815561,-73.900416397
227578675,40.730600184000004,-73.992409987
617757462,40.816326803,-73.896214158
940281010,40.680398609,-73.949558393
676587461,40.690569846,-73.985105296
933840469,40.746820464,-73.891753456
311406827,40.762234770999996,-73.968188083
254889055,40.711543094,-74.01046557800001
304240650,40.820445512,-73.936232347
520888604,40.816088874,-73.917688689
860480385,40.816088874,-73.917688689
582882074,40.816088874,-73.917688689
656864456,40.816088874,-73.917688689
634256824,40.724243555,-73.99778628
821090189,40.731714801,-74.000957613
254777139,40.718564066,-73.98820145399999
808106178,40.702482133000004,-73.799922252
188837772,40.713012164,-73.782367026
519180810,40.785301867,-73.96933621699999
357702210,40.757240531,-73.98979363699999
761490066,40.756043535,-73.986949544
740357632,40.695384907,-73.949208072
909773481,40.822912308,-73.870041304
850464582,40.756686813,-73.920866281
715347213,40.757240531,-73.98979363699999
597639674,40.67034951,-73.988725475
474190022,40.666895659,-73.981581617
548549372,40.761431104,-73.984049836
499825684,40.696994556,-73.93522525600001
515295957,40.679663814,-73.885556693
460274776,40.737203099,-73.983272598
804679420,40.700733765,-73.941933307
480618324,40.761431104,-73.984049836
303334747,40.742736825,-73.954108767
175528985,40.819702045,-73.901603017
967067664,40.670666272,-73.95797590800001
212597209,40.82357528,-73.937674609
578193192,40.903489346,-73.850342019
147883475,40.76229871,-73.98610723
393214989,40.668806093,-73.93112156699999
146999055,40.714450125,-73.831258516
871058045,40.650501225999996,-73.897978491
679715021,40.73975965,-74.00252386300001
187182659,40.749780113,-73.987780874
103644136,40.816088874,-73.917688689
939524787,40.798841208,-73.952018585
709416052,40.682391130999996,-73.905641875
999581124,40.826438728,-73.95045219100001
627763110,40.723658594,-73.9910218
629066406,40.807780621999996,-73.945484727
285397759,40.755812911999996,-73.986400949
231344782,40.798262263000005,-73.952484922
488995276,40.849452916,-73.905997684
324378963,40.737203099,-73.983272598
799259956,40.737203099,-73.983272598
413833654,40.757133258,-73.971908352
991899617,40.800561814,-73.958197308
605578591,40.668280465,-73.902626646
751361055,40.68406075,-73.97745929199999
666303740,40.757240531,-73.98979363699999
874677101,40.853823567,-73.907332598
751060539,40.750999048000004,-73.990624712
157531609,40.702482133000004,-73.799922252
209989161,40.709564416,-74.006436281
351976275,40.778805016,-73.982059779
214094574,40.804384045999996,-73.937421669
618534430,40.721461728,-73.84397927
170118553,40.604791059,-73.753999254
339363075,40.757240531,-73.98979363699999
205311205,40.816088874,-73.917688689
201547278,40.816088874,-73.917688689
302259897,40.816088874,-73.917688689
719954831,40.816088874,-73.917688689
750464118,40.816088874,-73.917688689
980170450,40.816088874,-73.917688689
179075692,40.816088874,-73.917688689
842752420,40.816088874,-73.917688689
349358697,40.756043535,-73.986949544
548320820,40.689027417,-73.98615855199999
436449092,40.758030031,-73.98179465300001
641807477,40.679284396999996,-73.92905931
179083503,40.713143695999996,-74.004059506
476790039,40.749780113,-73.987780874
867829944,40.750999048000004,-73.990624712
440300851,40.74893208,-73.93737631100001
155294096,40.804384045999996,-73.937421669
527968911,40.804384045999996,-73.937421669
776625756,40.715528594,-74.009239725
428508641,40.804384045999996,-73.937421669
806745376,40.720636846,-74.005210778
810571930,40.850915678,-73.93828516800001
946519098,40.762234770999996,-73.968188083
950381821,40.749780113,-73.987780874
127280437,40.710254725,-73.82124163600001
583122151,40.889398276,-73.898389469
538455518,40.762234770999996,-73.968188083
829016432,40.689938022,-73.981477894
360032999,40.592418431999995,-73.78899638899999
960501636,40.639994931,-73.94841428699999
298183994,40.74530132,-73.998489317
378347078,40.83875187,-73.91375755600001
880832513,40.83573258,-73.921285426
565323021,40.596444629000004,-73.97851151
759144611,40.640920373,-73.994311895
242214510,40.853823567,-73.907332598
465095063,40.779505997,-73.955585504
697101661,40.840876814,-73.872807133
474767012,40.725440246,-73.996772441
764103389,40.73975965,-74.00252386300001
136919486,40.74530132,-73.998489317
785688795,40.749780113,-73.987780874
581723704,40.887810644,-73.860453292
166738699,40.818568336999995,-73.927313946
535797624,40.592418431999995,-73.78899638899999
497450884,40.670666272,-73.95797590800001
857558425,40.710254725,-73.82124163600001
995432415,40.733300559,-73.987181317
559675000,40.833098839,-73.919029999
485283046,40.812134274,-73.904182714
796721488,40.778805016,-73.982059779
385509695,40.767868519000004,-73.964077066
934171834,40.699324157,-73.831570888
835431004,40.750999048000004,-73.990624712
320114623,40.680398609,-73.949558393
975001147,40.757133258,-73.971908352
126241524,40.751449824,-73.976050545
160333245,40.816088874,-73.917688689
976981155,40.74529529,-73.988730839
863119693,40.779505997,-73.955585504
580256764,40.674179115,-73.956704715
536952264,40.73975965,-74.00252386300001
262375201,40.883583895,-73.862805601
777591629,40.702482133000004,-73.799922252
212679324,40.679901037,-73.85065991
884028329,40.76229871,-73.98610723
655787359,40.750999048000004,-73.990624712
117594895,40.695166016,-73.845396735
898009278,40.632893841,-73.94769921
494121441,40.680697209,-73.844583005
773718729,40.678595507,-73.906130355
344737532,40.77613961,-73.910701051
731721125,40.710254725,-73.82124163600001
900198936,40.837376359000004,-73.887760929
568890976,40.746820464,-73.891753456
704165287,40.840974994,-73.939505111
612837337,40.869470477,-73.87986080399999
662197838,40.711543094,-74.01046557800001
157058797,40.609138924,-73.957405975
445677843,40.737203099,-73.983272598
408791344,40.727041143,-73.853916855
973981342,40.810772766999996,-73.95259159
451622935,40.804384045999996,-73.937421669
747684910,40.824040004000004,-73.944759612
111095253,40.816088874,-73.917688689
257460186,40.70443503,-73.893780714
976576309,40.816088874,-73.917688689
384638855,40.679901037,-73.85065991
812635147,40.824146269,-73.892946483
823778722,40.737203099,-73.983272598
287178669,40.750999048000004,-73.990624712
417411315,40.59991032,-73.761590265
500169929,40.71843841,-74.00053174199999
522953683,40.751449824,-73.976050545
637083143,40.723658594,-73.9910218
901655283,40.750999048000004,-73.990624712
881759336,40.751449824,-73.976050545
696184649,40.735211323,-73.991691398
706874843,40.759577798,-73.8301407
528378742,40.725939713,-73.994650996
105057581,40.740195287,-73.98636805
459778289,40.822912308,-73.870041304
945750390,40.632893841,-73.94769921
717798067,40.737368955,-73.996840424
860777607,40.62607117,-73.997018606
419668926,40.757240531,-73.98979363699999
280290930,40.841084921,-73.93976884
763421345,40.749877374,-73.862727261
411605704,40.749877374,-73.862727261
691713070,40.83875187,-73.91375755600001
423721714,40.630069369,-73.96136997
850066677,40.748116393000004,-73.947356124
463297662,40.696872895,-73.83716683
516467395,40.751449824,-73.976050545
531965333,40.810772766999996,-73.95259159
132138901,40.692203129,-73.986273286
978380693,40.765024079,-73.98483595
223247465,40.731714801,-74.000957613
425497384,40.808215045,-73.90784041
809126890,40.665516282,-73.99277064
282132697,40.761431104,-73.984049836
423775937,40.767868519000004,-73.964077066
576387401,40.688911389,-73.980930089
676776504,40.824040004000004,-73.944759612
543259830,40.725440246,-73.996772441
160010807,40.804384045999996,-73.937421669
786253287,40.737203099,-73.983272598
870256210,40.816088874,-73.917688689
631930258,40.827819901,-73.925930756
714754530,40.816088874,-73.917688689
316162502,40.757240531,-73.98979363699999
801050537,40.83875187,-73.91375755600001
998010229,40.810772766999996,-73.95259159
873604760,40.690569846,-73.985105296
741103391,40.798841208,-73.952018585
339691850,40.609138924,-73.957405975
261476870,40.874611044,-73.909690138
390296628,40.824040004000004,-73.944759612
903597490,40.810772766999996,-73.95259159
233798446,40.735211323,-73.991691398
989602783,40.713143695999996,-74.004059506
363621028,40.7986333,-73.941620371
782805082,40.684756979,-73.83112092
589928417,40.837376359000004,-73.887760929
620573730,40.83875187,-73.91375755600001
719392621,40.749166039,-73.869427251
694443430,40.805568769000004,-73.91449770000001
819158825,40.757133258,-73.971908352
466476047,40.679284396999996,-73.92905931
304356179,40.685769375999996,-73.915502249
843998170,40.830722328,-73.827126059
220445662,40.824040004000004,-73.944759612
966777438,40.804384045999996,-73.937421669
325595160,40.878932741,-73.904787986
915524350,40.824040004000004,-73.944759612
650433123,40.824040004000004,-73.944759612
498401685,40.57557363,-73.981203625
554186533,40.816088874,-73.917688689
396132982,40.704455705,-74.01426592
339905090,40.750204204,-73.939825742
271588690,40.682666375,-73.910025795
242055993,40.83875187,-73.91375755600001
971682706,40.779505997,-73.955585504
892403864,40.661582383,-73.91547882100001
565269733,40.683047490999996,-73.964778963
399881928,40.757240531,-73.98979363699999
440351088,40.720636846,-74.005210778
836482550,40.68406075,-73.97745929199999
145926635,40.679524703,-73.904571538
356663396,40.737203099,-73.983272598
117052885,40.725939713,-73.994650996
570852365,40.873680184,-73.879231267
931324583,40.692241674,-73.987300996
739863479,40.794659285,-73.97178778199999
256626030,40.755812911999996,-73.986400949
753848007,40.778805016,-73.982059779
135652587,40.713012164,-73.782367026
435563021,40.746853098,-73.89143220300001
809448985,40.75270085,-73.932911665
253155983,40.686242481,-73.82417615600001
408507797,40.756589647,-73.986155344
275074141,40.83875187,-73.91375755600001
323037993,40.678595507,-73.906130355
989604736,40.57557363,-73.981203625
597512183,40.668806093,-73.93112156699999
885117074,40.757240531,-73.98979363699999
102565358,40.762976076,-73.981894378
738597138,40.679284396999996,-73.92905931
867790261,40.759577798,-73.8301407
330390453,40.804384045999996,-73.937421669
871331308,40.752198698,-73.993465045
533038087,40.824040004000004,-73.944759612
312521664,40.879757004,-73.884662621
193759244,40.773650293,-73.959856952
459761478,40.779505997,-73.955585504
155125065,40.764286326,-73.973017194
781949109,40.827819901,-73.925930756
861127498,40.757240531,-73.98979363699999
679785419,40.840974994,-73.939505111
521019604,40.819702045,-73.901603017
729848011,40.865438548,-73.867362321
777109177,40.740195287,-73.98636805
133150154,40.700733765,-73.941933307
824486734,40.86607576,-73.894375787
198550738,40.713143695999996,-74.004059506
930521630,40.779505997,-73.955585504
480743165,40.757240531,-73.98979363699999
781999085,40.746425245,-73.98183391399999
480012475,40.713143695999996,-74.004059506
630282302,40.702482133000004,-73.799922252
625707964,40.751449824,-73.976050545
252977346,40.804384045999996,-73.937421669
426996334,40.702482133000004,-73.799922252
118694127,40.700426194,-73.828787506
569410080,40.824040004000004,-73.944759612
635496018,40.737203099,-73.983272598
680489896,40.820315396,-73.890824603
339754859,40.757240531,-73.98979363699999
836256642,40.635768434,-73.994849178
290729456,40.642804345,-73.979444266
912572274,40.878932741,-73.904787986
442303461,40.828590082,-73.87917218300001
720848846,40.847014334,-73.83228127
253773350,40.751449824,-73.976050545
223188942,40.86770011,-73.921215047
461060745,40.608754973,-73.95828139
465606591,40.881530834,-73.82980381899999
797867760,40.827663925,-73.886097092
271190854,40.826438728,-73.95045219100001
620187401,40.737203099,-73.983272598
282807843,40.678595507,-73.906130355
710165232,40.680398609,-73.949558393
175060125,40.680398609,-73.949558393
483400283,40.826438728,-73.95045219100001
588885444,40.748297991,-73.988178144
271805884,40.680398609,-73.949558393
796595215,40.79481676,-73.944408254
426263651,40.700452423,-73.950758604
272006781,40.68406075,-73.97745929199999
352258670,40.743334989000004,-73.98407942899999
357232509,40.757133258,-73.971908352
973751482,40.736760557,-73.877660776
649783119,40.757240531,-73.98979363699999
313173051,40.757240531,-73.98979363699999
723011348,40.759577798,-73.8301407
701525857,40.737203099,-73.983272598
210383665,40.820315396,-73.890824603
774982149,40.649277978,-74.009666595
901639669,40.869470477,-73.87986080399999
655185016,40.692241674,-73.987300996
320474017,40.816088874,-73.917688689
532816546,40.688889551,-73.960005335
639358085,40.688889551,-73.960005335
787159180,40.731714801,-74.000957613
877991256,40.714060101,-73.990200647
417534813,40.824040004000004,-73.944759612
988425775,40.725440246,-73.996772441
415770116,40.76552838,-73.98003814399999
778138166,40.601958026999995,-73.99381105100001
353691601,40.759577798,-73.8301407
100097184,40.820315396,-73.890824603
376019055,40.840876814,-73.872807133
982036464,40.679947248000005,-73.9412087
636290320,40.679284396999996,-73.92905931
749297169,40.840876814,-73.872807133
873808929,40.887097713,-73.87802064600001
805754968,40.83573258,-73.921285426
245384382,40.816326803,-73.896214158
957232928,40.718564066,-73.98820145399999
900688978,40.749166039,-73.869427251
672038429,40.816326803,-73.896214158
759364943,40.756043535,-73.986949544
400351428,40.679284396999996,-73.92905931
711266601,40.819702045,-73.901603017
926930412,40.639994931,-73.94841428699999
830822510,40.819702045,-73.901603017
927678729,40.754849215,-73.984119991
307179519,40.810772766999996,-73.95259159
759940924,40.752198698,-73.993465045
647429866,40.840234138,-73.917684114
727225051,40.830145224,-73.89187807399999
435037796,40.711543094,-74.01046557800001
317069301,40.711543094,-74.01046557800001
416940008,40.816326803,-73.896214158
549645152,40.711543094,-74.01046557800001
147251944,40.666384953000005,-73.883200414
323631211,40.751449824,-73.976050545
827986153,40.749780113,-73.987780874
551434935,40.811116426,-73.927329309
138022945,40.770781285,-73.917260908
934505367,40.830145224,-73.89187807399999
833913931,40.820445512,-73.936232347
526716900,40.752198698,-73.993465045
640111326,40.740195287,-73.98636805
664201646,40.749780113,-73.987780874
457871127,40.751584427,-73.855837294
854365469,40.752198698,-73.993465045
536056136,40.819702045,-73.901603017
464659792,40.688911389,-73.980930089
735842795,40.821392719,-73.954141241
383210467,40.878932741,-73.904787986
369735283,40.840102648,-73.880354752
806016723,40.713143695999996,-74.004059506
438620553,40.678595507,-73.906130355
992801145,40.79481676,-73.944408254
554958160,40.737203099,-73.983272598
991935892,40.713143695999996,-74.004059506
936864168,40.818568336999995,-73.927313946
646262448,40.818568336999995,-73.927313946
982900390,40.692557669,-73.990971896
890836421,40.680398609,-73.949558393
921055660,40.827819901,-73.925930756
534174172,40.773650293,-73.959856952
952277974,40.671636781,-73.962622038
896036612,40.710335478000005,-74.0095456
127612940,40.799118631999995,-73.96855692300001
293760925,40.661582383,-73.91547882100001
850743664,40.737203099,-73.983272598
858438873,40.71843841,-74.00053174199999
114289991,40.661582383,-73.91547882100001
170112070,40.70059059,-73.8077432
754979230,40.73975965,-74.00252386300001
250261061,40.824146269,-73.892946483
949959737,40.745603909,-73.903390603
764291738,40.779505997,-73.955585504
614182712,40.818568336999995,-73.927313946
272049877,40.752809101,-73.979287609
192292750,40.62280689999999,-74.028351399
683783496,40.713012164,-73.782367026
945735417,40.71407409,-73.949374192
456265328,40.849452916,-73.905997684
316070945,40.702482133000004,-73.799922252
433075006,40.679284396999996,-73.92905931
907405393,40.830145224,-73.89187807399999
352399640,40.704318465,-73.9192333
779922975,40.824040004000004,-73.944759612
418675814,40.853823567,-73.907332598
646495447,40.83573258,-73.921285426
911020494,40.83573258,-73.921285426
103807089,40.840234138,-73.917684114
281504926,40.827819901,-73.925930756
357309999,40.83573258,-73.921285426
793532494,40.678286317,-73.910799629
652830861,40.731714801,-74.000957613
265094923,40.756728712,-73.914213875
570380606,40.841084921,-73.93976884
573894923,40.737203099,-73.983272598
852924430,40.714450125,-73.831258516
441754952,40.649448124,-73.96307772600001
193049223,40.678878851,-73.92164722
644527873,40.690223604,-73.960278586
753972366,40.756686813,-73.920866281
374488335,40.668806093,-73.93112156699999
684261020,40.790322425,-73.94768749800001
855981057,40.737203099,-73.983272598
523292832,40.751449824,-73.976050545
169392536,40.840234138,-73.917684114
587535291,40.706548395,-73.95040063399999
837135041,40.827819901,-73.925930756
684663356,40.737203099,-73.983272598
943402448,40.83875187,-73.91375755600001
979419119,40.80203233,-73.949682945
473832688,40.80203233,-73.949682945
925212037,40.80203233,-73.949682945
870658244,40.80203233,-73.949682945
995122324,40.80203233,-73.949682945
930695884,40.719404551,-74.001884563
848277761,40.80203233,-73.949682945
983102160,40.699539271,-73.91103807
506839703,40.618120508000004,-73.959107606
568949036,40.834209383,-73.851686775
798365137,40.750999048000004,-73.990624712
195603366,40.757240531,-73.98979363699999
882096158,40.807780621999996,-73.945484727
715250960,40.816088874,-73.917688689
442592332,40.824146269,-73.892946483
332426434,40.816088874,-73.917688689
195315202,40.693670773,-73.852165275
696709285,40.682398279000004,-73.840072158
775324218,40.79481676,-73.944408254
786983999,40.669410553,-73.942198492
260898887,40.737203099,-73.983272598
160213684,40.609138924,-73.957405975
349311345,40.668280465,-73.902626646
764496459,40.759577798,-73.8301407
296812271,40.7986333,-73.941620371
552130050,40.757240531,-73.98979363699999
341349613,40.827819901,-73.925930756
403384408,40.765024079,-73.98483595
141383401,40.706095112,-73.80849557100001
733391119,40.661582383,-73.91547882100001
718642446,40.73975965,-74.00252386300001
960576749,40.721461728,-73.84397927
807828452,40.697468203,-73.993019618
160035063,40.765024079,-73.98483595
280920879,40.749307045,-73.897578152
590748678,40.820315396,-73.890824603
859278864,40.853823567,-73.907332598
184075618,40.747244422,-73.99336087
353016096,40.856576728,-73.843893678
